"SYMBOL","BINOMIAL_NAT","BINOMIAL_ACKER","DURATION","NATIVITY"
"ASFA3","Astragalus falcatus","Astragalus falcatus","Perennial","Introduced"
"ASFL","Astragalus flavus","Astragalus flavus","Perennial","Native"
"ASFL2","Astragalus flexuosus","Astragalus flexuosus","Perennial","Native"
"ASFLD","Astragalus flexuosus var. diehlii","Astragalus flexuosus var. diehlii","Perennial","Native"
"ASFLF","Astragalus flexuosus var. flexuosus","Astragalus flexuosus var. flexuosus","Perennial","Native"
"ASFLG","Astragalus flexuosus var. greenei","Astragalus flexuosus var. greenei","Perennial","Native"
"ASFU2","Astragalus fucatus ","Astragalus fucatus","Perennial","Native"
"ASGEG","Astragalus geyeri var. geyeri","Astragalus geyeri var. geyeri","Biennial, Annual","Native"
"ASGI5","Astragalus gilviflorus","Astragalus gilviflorus","Perennial","Native"
"ASGR3","Astragalus gracilis","Astragalus gracilis","Perennial","Native"
"ASHAH","Astragalus hallii var. hallii","Astragalus hallii var. hallii","Perennial","Native"
"ASHU","Astragalus humillimus","Astragalus humillimus","Perennial","Native"
"ASHUH3","Astragalus humistratus var. humistratus ","Astragalus humistratus var. humistratus","Perennial","Native"
"ASHY2","Astragalus hyalinus","Astragalus hyalinus","Perennial","Native"
"ASIO2","Astragalus iodopetalus","Astragalus iodopetalus","Perennial","Native"
"ASJE2","Astragalus jejunus","Astragalus jejunus","Perennial","Native"
"ASKE","Astragalus kentrophyta","Astragalus kentrophyta","Perennial","Native"
"ASKEE","Astragalus kentrophyta var. elatus","Astragalus kentrophyta var. elatus","Perennial","Native"
"ASKEK","Astragalus kentrophyta var. kentrophyta","Astragalus kentrophyta var. kentrophyta","Perennial","Native"
"ASKET","Astragalus kentrophyta var. tegetarius","Astragalus kentrophyta var. tegetarius","Perennial","Native"
"ASLAR","Astragalus laxmannii var. robustior","Astragalus laxmannii var. robustior","Perennial","Native"
"ASLE8","Astragalus lentiginosus","Astragalus lentiginosus","Annual, Biennial, Perennial","Native"
"ASLEC","Astragalus lentiginosus var. chartaceus","Astragalus lentiginosus var. chartaceus","Perennial","Native"
"ASLED","Astragalus lentiginosus var. diphysus","Astragalus lentiginosus var. diphysus","Perennial","Native"
"ASLEP","Astragalus lentiginosus var. palans","Astragalus lentiginosus var. palans","Biennial, Perennial","Native"
"ASLE9","Astragalus leptaleus","Astragalus leptaleus","Perennial","Native"
"ASLI5","Astragalus linifolius","Astragalus linifolius","Perennial","Native"
"ASLO3","Astragalus lonchocarpus","Astragalus lonchocarpus","Perennial","Native"
"ASLO4","Astragalus lotiflorus","Astragalus lotiflorus","Perennial","Native"
"ASLU2","Astragalus lutosus","Astragalus lutosus","Perennial","Native"
"ASME2","Astragalus megacarpus","Astragalus megacarpus","Perennial","Native"
"ASMI3","Astragalus microcymbus","Astragalus microcymbus","Perennial","Native"
"ASMIO","Astragalus miser var. oblongifolius","Astragalus miser var. oblongifolius","Perennial","Native"
"ASMI10","Astragalus missouriensis","Astragalus missouriensis","Perennial","Native"
"ASMIA","Astragalus missouriensis var. amphibolus","Astragalus missouriensis var. amphibolus","Perennial","Native"
"ASMIH2","Astragalus missouriensis var. humistratus","Astragalus missouriensis var. humistratus","Perennial","Native"
"ASMIM5","Astragalus missouriensis var. missouriensis","Astragalus missouriensis var. missouriensis","Perennial","Native"
"ASMO7","Astragalus mollissimus","Astragalus mollissimus","Perennial","Native"
"ASMO8","Astragalus molybdenus","Astragalus molybdenus","Perennial","Native"
"ASMOC2","Astragalus monumentalis var. cottamii","Astragalus monumentalis var. cottamii","Perennial","Native"
"ASMU3","Astragalus musiniensis","Astragalus musiniensis","Perennial","Native"
"ASNA","Astragalus naturitensis","Astragalus naturitensis","Perennial","Native"
"ASNEN","Astragalus newberryi var. newberryi","Astragalus newberryi var. newberryi","Perennial","Native"
"ASNUM2","Astragalus nuttallianus var. micranthiformis","Astragalus nuttallianus var. micranthiformis","Annual, Perennial","Native"
"ASOO","Astragalus oocalycis","Astragalus oocalycis","Perennial","Native"
"ASOOC","Astragalus oophorus var. caulescens","Astragalus oophorus var. caulescens","Perennial","Native"
"ASOS","Astragalus osterhoutii","Astragalus osterhoutii","Perennial","Native"
"ASPA13","Astragalus parryi","Astragalus parryi","Perennial","Native"
"ASPA14","Astragalus pattersonii","Astragalus pattersonii","Perennial","Native"
"ASPE5","Astragalus pectinatus","Astragalus pectinatus","Perennial","Native"
"ASPE5","Astragalus pectinatus","Astragalus pectinatus var. pectinatus","Perennial","Native"
"ASNE3","Astragalus nelsonianus","Astragalus pectinatus var. platyphyllus","Perennial","Native"
"ASPI6","Astragalus piscator","Astragalus piscator","Perennial","Native"
"ASPL2","Astragalus plattensis","Astragalus plattensis","Perennial","Native"
"ASPR5","Astragalus praelongus","Astragalus praelongus","Perennial","Native"
"ASPRL","Astragalus praelongus var. lonchopus","Astragalus praelongus var. lonchopus","Perennial","Native"
"ASPRP2","Astragalus praelongus var. praelongus","Astragalus praelongus var. praelongus","Perennial","Native"
"ASPR6","Astragalus preussii","Astragalus preussii","Perennial","Native"
"ASPR8","Astragalus proximus","Astragalus proximus","Perennial","Native"
"ASPU6","Astragalus pubentissimus","Astragalus pubentissimus","Annual, Biennial, Perennial","Native"
"ASPUP6","Astragalus puniceus var. puniceus","Astragalus puniceus var. puniceus","Perennial","Native"
"ASPUP7","Astragalus purshii var. purshii","Astragalus purshii var. purshii","Perennial","Native"
"ASRA2","Astragalus racemosus","Astragalus racemosus","Perennial","Native"
"ASRAR2","Astragalus racemosus var. racemosus","Astragalus racemosus var. racemosus","Perennial","Native"
"ASRAT","Astragalus racemosus var. treleasei","Astragalus racemosus var. treleasei","Perennial","Native"
"ASRA3","Astragalus rafaelensis","Astragalus rafaelensis","Perennial","Native"
"ASRI2","Astragalus ripleyi","Astragalus ripleyi","Perennial","Native"
"ASROM","Astragalus robbinsii var. minor","Astragalus robbinsii var. minor","Perennial","Native"
"ASSA5","Astragalus saurinus","Astragalus saurinus","Perennial","Native"
"ASSC5","Astragalus schmolliae","Astragalus schmolliae","Perennial","Native"
"ASSC7","Astragalus scopulorum","Astragalus scopulorum","Perennial","Native"
"ASSE5","Astragalus sericoleucus","Astragalus sericoleucus","Perennial","Native"
"ASSE7","Astragalus sesquiflorus","Astragalus sesquiflorus","Perennial","Native"
"ASSH3","Astragalus shortianus","Astragalus shortianus","Perennial","Native"
"ASSP5","Astragalus sparsiflorus","Astragalus sparsiflorus","Annual, Perennial","Native"
"ASSPM","Astragalus sparsiflorus var. majusculus","Astragalus sparsiflorus var. majusculus","Annual, Perennial","Native"
"ASSPS3","Astragalus sparsiflorus var. sparsiflorus","Astragalus sparsiflorus var. sparsiflorus","Perennial, Annual","Native"
"ASSP6","Astragalus spatulatus","Astragalus spatulatus","Perennial","Native"
"ASTE5","Astragalus tenellus","Astragalus tenellus","Perennial","Native"
"ASMOT","Astragalus mollissimus var. thompsoniae","Astragalus thompsoniae","Perennial","Native"
"ASTO9","Astragalus tortipes","Astragalus tortipes","Perennial","Native"
"ASTR7","Astragalus tridactylicus","Astragalus tridactylicus","Perennial","Native"
"ASWE2","Astragalus wetherillii","Astragalus wetherillii","Perennial","Native"
"ASWI2","Astragalus wingatanus","Astragalus wingatanus","Perennial","Native"
"ASCOC3","Astrolepis cochisensis ssp. cochisensis","Astrolepis cochisensis ssp. cochisensis","Perennial","Native"
"ASIN19","Astrolepis integerrima","Astrolepis integerrima","Perennial","Native"
"ATAM","Athyrium americanum","Athyrium alpestre var. americanum","Perennial","Native"
"ATFIC","Athyrium filix-femina ssp. cyclosorum","Athyrium filix-femina var. californicum","Perennial","Native"
"ATAR2","Atriplex argentea","Atriplex argentea","Annual, Perennial","Native"
"ATCA2","Atriplex canescens","Atriplex canescens","Perennial","Native"
"ATCO","Atriplex confertifolia","Atriplex confertifolia","Perennial","Native"
"ATCO4","Atriplex corrugata","Atriplex corrugata","Perennial","Native"
"ATGA","Atriplex gardneri","Atriplex gardneri","Perennial","Native"
"ATGR","Atriplex graciliflora","Atriplex graciliflora","Perennial","Native"
"ATMI2","Atriplex micrantha","Atriplex heterosperma","Annual","Introduced"
"ATHO","Atriplex hortensis","Atriplex hortensis","Annual","Introduced"
"ATOB","Atriplex obovata","Atriplex obovata","Perennial","Native"
"ATPA4","Atriplex patula","Atriplex patula","Annual","Introduced"
"PRPL2","Proatriplex pleiantha","Atriplex pleiantha","Annual","Native"
"ATPO2","Atriplex powellii","Atriplex powellii","Annual","Native"
"ATRO","Atriplex rosea","Atriplex rosea","Annual","Introduced"
"ATSA","Atriplex saccaria","Atriplex saccaria","Annual","Native"
"ATSU2","Atriplex subspicata","Atriplex subspicata","Annual","Native"
"ENDI","Endolepis dioica","Atriplex suckleyi","Annual","Native"
"ATTR","Atriplex truncata","Atriplex truncata","Annual","Native"
"ATWO","Atriplex wolfii","Atriplex wolfii","Annual","Native"
"ATTE","Atriplex tenuissima","Atriplex wolfii var. tenuissima","Annual","Native"
"ATWO","Atriplex wolfii","Atriplex wolfii var. wolfii","Annual","Native"
"AVFA","Avena fatua","Avena fatua","Annual","Introduced"
"AVSA","Avena sativa","Avena sativa","Annual","Introduced"
"AVHO3","Avenula hookeri","Avenula hookeri","Perennial","Native"
"AXAM","Axyris amaranthoides","Axyris amaranthoides","Annual","Introduced"
"AZME","Azolla mexicana","Azolla mexicana","Annual, perennial","Native"
"BASA","Baccharis salicina","Baccharis salicina","Perennial","Native"
"BAWR","Baccharis wrightii","Baccharis wrightii","Perennial","Native"
"BARO","Bacopa rotundifolia","Bacopa rotundifolia","Perennial","Native"
"BADI","Bahia dissecta","Bahia dissecta","Annual, Perennial, Biennial","Native"
"BAHOH2","Balsamorhiza hookeri var. hispidula","Balsamorhiza hispidula","Perennial","Native"
"BASA3","Balsamorhiza sagittata","Balsamorhiza sagittata","Perennial","Native"
"BAOR","Barbarea orthoceras","Barbarea orthoceras","Biennial, Perennial","Native"
"BAVU","Barbarea vulgaris","Barbarea vulgaris","Biennial","Introduced"
"BAHY","Bassia hyssopifolia","Bassia hyssopifolia","Annual","Introduced"
"BESY","Beckmannia syzigachne","Beckmannia syzigachne","Annual","Native"
"BEFE","Berberis fendleri","Berberis fendleri","Perennial","Native"
"MAFR3","Mahonia fremontii","Berberis fremontii","Perennial","Native"
"MAHA4","Mahonia haematocarpa","Berberis haematocarpa","Perennial","Native"
"MARE11","Mahonia repens","Berberis repens","Perennial","Native"
"BEVU","Berberis vulgaris","Berberis vulgaris","Perennial","Introduced"
"BETE","Bergia texana","Bergia texana","Annual, Perennial","Native"
"BELY","Berlandiera lyrata","Berlandiera lyrata","Perennial","Native"
"BEIN2","Berteroa incana","Berteroa incana","Annual, Biennial, Perennial","Introduced"
"BEER","Berula erecta","Berula erecta","Perennial","Native"
"BEAL","Besseya alpina","Besseya alpina","Perennial","Native"
"BEPL","Besseya plantaginea","Besseya plantaginea","Perennial","Native"
"BERI","Besseya ritteriana","Besseya ritteriana","Perennial","Native"
"BEWY","Besseya wyomingensis","Besseya wyomingensis","Perennial","Native"
"BEGL","Betula glandulosa","Betula glandulosa","Perennial","Native"
"BEOC2","Betula occidentalis","Betula occidentalis","Perennial","Native"
"BEPAP","Betula papyrifera var. papyrifera","Betula papyrifera var. papyrifera","Perennial","Native"
"BEPE3","Betula pendula","Betula pendula","Perennial","Introduced"
"BIBI","Bidens bigelovii","Bidens bigelovii","Annual","Native"
"BICE","Bidens cernua","Bidens cernua","Annual","Native"
"BIFR","Bidens frondosa","Bidens frondosa","Annual","Native"
"BITE","Bidens tenuisecta","Bidens tenuisecta","Annual","Native"
"BITR","Bidens tripartita","Bidens tripartita","Annual","Native"
"BIVU","Bidens vulgata","Bidens vulgata","Annual","Native"
"POBI6","Polygonum bistortoides","Bistorta bistortoides","Perennial","Native"
"POVI3","Polygonum viviparum","Bistorta vivipara","Perennial","Native"
"ARHOR","Arabis holboellii var. retrofracta","Boechera consanguinea","Biennial, Perennial","Native"
"ARCR5","Arabis crandallii","Boechera crandallii","Perennial","Native"
"ARLED2","Arabis lemmonii var. drepanoloba","Boechera drepanoloba","Perennial","Native"
"ARPUD","Arabis pulchra var. duchesnensis","Boechera duchesnensis","Perennial","Native"
"ARFE","Arabis fendleri","Boechera fendleri","Perennial","Native"
"ARFEF2","Arabis fernaldiana var. fernaldiana","Boechera fernaldiana var. vivariensis","Perennial","Native"
"ARPUP","Arabis pulchra var. pallens","Boechera formosa","Perennial","Native"
"ARSE","Arabis selbyi","Boechera gracilenta","Perennial","Native"
"ARDR","Arabis drummondii","Boechera grahamii","Biennial, Perennial","Native"
"ARGU","Arabis gunnisoniana","Boechera gunnisoniana","Perennial","Native"
"ARLE","Arabis lemmonii","Boechera lemmonii","Perennial","Native"
"ARLI","Arabis lignifera","Boechera lignifera","Perennial","Native"
"AROX","Arabis oxylobula","Boechera oxylobula","Perennial","Native"
"ARPA35","Arabis pallidifolia","Boechera pallidifolia","Perennial","Native"
"ARPE","Arabis pendulina","Boechera pendulina","Perennial","Native"
"ARHOR","Arabis holboellii var. retrofracta","Boechera retrofracta","Biennial, Perennial","Native"
"ARFES","Arabis fendleri var. spatifolia","Boechera spatifolia","Perennial","Native"
"ARDR","Arabis drummondii","Boechera stricta","Biennial, Perennial","Native"
"BOFL3","Bolboschoenus fluviatilis","Bolboschoenus fluviatilis","Perennial","Native"
"BOMAP4","Bolboschoenus maritimus ssp. paludosus","Bolboschoenus maritimus ssp. paludosus","Perennial","Native"
"BOBA3","Bothriochloa barbinodis","Bothriochloa barbinodis","Perennial","Native"
"BOBL","Bothriochloa bladhii","Bothriochloa bladhii","Perennial","Introduced"
"BOIS","Bothriochloa ischaemum","Bothriochloa ischaemum","Perennial","Introduced"
"BOLA2","Bothriochloa laguroides","Bothriochloa laguroides","Perennial","Both"
"BOSP3","Bothriochloa springfieldii","Bothriochloa springfieldii","Perennial","Native"
"BOAS2","Botrychium ascendens","Botrychium ascendens","Perennial","Native"
"BOCA5","Botrychium campestre","Botrychium campestre ssp. lineare","Perennial","Native"
"BOEC","Botrychium echo","Botrychium echo","Perennial","Native"
"BOPA12","Botrychium pallidum","Botrychium furculatum","Perennial","Native"
"BOHE5","Botrychium hesperium","Botrychium hesperium","Perennial","Native"
"BOLAL","Botrychium lanceolatum var. lanceolatum","Botrychium lanceolatum ssp. lanceolatum","Perennial","Native"
"BOCR","Botrychium crenulatum","Botrychium lunaria var. crenulatum","Perennial","Native"
"BOMI","Botrychium minganense","Botrychium minganense","Perennial","Native"
"BOLU","Botrychium lunaria","Botrychium neolunaria","Perennial","Native"
"BOPA9","Botrychium paradoxum","Botrychium paradoxum","Perennial","Native"
"BOPI","Botrychium pinnatum","Botrychium pinnatum","Perennial","Native"
"BOSI","Botrychium simplex","Botrychium simplex","Perennial","Native"
"BOSI","Botrychium simplex","Botrychium simplex var. compositum","Perennial","Native"
"BOSI","Botrychium simplex","Botrychium simplex var. simplex","Perennial","Native"
"BOSP4","Botrychium spathulatum","Botrychium spathulatum","Perennial","Native"
"BOTU3","Botrychium tunux","Botrychium tunux","Perennial","Native"
"BOVI","Botrychium virginianum","Botrypus virginianus","Perennial","Native"
"BOBA2","Bouteloua barbata","Bouteloua barbata","Annual","Native"
"BOCU","Bouteloua curtipendula","Bouteloua curtipendula","Perennial","Native"
"BOER4","Bouteloua eriopoda","Bouteloua eriopoda","Perennial","Native"
"BOGR2","Bouteloua gracilis","Bouteloua gracilis","Perennial","Native"
"BOHIH","Bouteloua hirsuta var. hirsuta","Bouteloua hirsuta var. hirsuta","Perennial","Native"
"BOSI2","Bouteloua simplex","Bouteloua simplex","Annual","Native"
"BRDI2","Brachypodium distachyon","Brachypodium distachyon","Annual","Introduced"
"BREL2","Brassica elongata","Brassica elongata","Perennial","Introduced"
"BRJU","Brassica juncea","Brassica juncea","Annual, Perennial","Introduced"
"BRNA","Brassica napus","Brassica napus","Annual, Biennial","Introduced"
"BRNI","Brassica nigra","Brassica nigra","Annual","Introduced"
"BRRA","Brassica rapa","Brassica rapa","Annual, Biennial","Introduced"
"BRGLG","Braya glabella ssp. glabella","Braya glabella ssp. glabella","Perennial","Native"
"NEHU2","Neotorularia humilis","Braya humilis ssp. humilis","Biennial, Perennial","Native"
"BRBR2","Brickellia brachyphylla","Brickellia brachyphylla","Perennial","Native"
"BRCA3","Brickellia californica","Brickellia californica","Perennial","Native"
"BREU","Brickellia eupatorioides","Brickellia eupatorioides","Perennial","Native"
"BRGR","Brickellia grandiflora","Brickellia grandiflora","Perennial","Native"
"BRLO","Brickellia longifolia","Brickellia longifolia","Perennial","Native"
"BRMIS","Brickellia microphylla var. scabra","Brickellia microphylla var. scabra","Perennial","Native"
"BROBL","Brickellia oblongifolia var. linifolia","Brickellia oblongifolia var. linifolia","Perennial","Native"
"BRBR5","Bromus briziformis","Bromus briziformis","Annual","Introduced"
"BRCA5","Bromus carinatus","Bromus carinatus","Annual, Perennial","Native"
"BRCI2","Bromus ciliatus","Bromus ciliatus","Perennial","Native"
